id,id_farmacia,id_cliente,fecha,id_producto,cantidad
1495,7,639,2026-01-12,233,2
1495,7,639,2026-01-12,217,5
1496,27,2520,2026-01-13,62,3
1497,18,2366,2026-01-10,198,5
1497,18,2366,2026-01-10,271,4
1497,18,2366,2026-01-10,370,3
1497,18,2366,2026-01-10,103,2
1498,29,1129,2026-01-10,355,3
1498,29,1129,2026-01-10,256,2
1499,27,1772,2026-01-17,226,1
1500,15,546,2026-01-20,398,1
1500,15,546,2026-01-20,330,4
1501,5,958,2026-01-10,223,1
1501,5,958,2026-01-10,296,4
1501,5,958,2026-01-10,318,3
1501,5,958,2026-01-10,244,2
1502,27,1238,2026-01-11,49,2
1502,27,1238,2026-01-11,140,5
1503,5,823,2026-01-20,65,5
1503,5,823,2026-01-20,390,2
1503,5,823,2026-01-20,28,2
1504,2,1753,2026-01-13,301,2
1504,2,1753,2026-01-13,111,5
1504,2,1753,2026-01-13,210,5
1505,20,1939,2026-01-13,7,2
1505,20,1939,2026-01-13,364,3
1506,5,138,2026-01-12,244,5
1506,5,138,2026-01-12,240,5
1506,5,138,2026-01-12,331,4
1506,5,138,2026-01-12,193,4
1507,4,736,2026-01-13,314,4
1508,1,2841,2026-01-18,261,4
1509,30,1152,2026-01-10,226,4
1509,30,1152,2026-01-10,176,2
1509,30,1152,2026-01-10,333,5
1509,30,1152,2026-01-10,153,3
1509,30,1152,2026-01-10,131,4
1510,17,2656,2026-01-20,86,5
1511,28,586,2026-01-13,154,3
1511,28,586,2026-01-13,261,2
1511,28,586,2026-01-13,349,3
1512,26,990,2026-01-11,322,1
1512,26,990,2026-01-11,261,3
1513,20,2007,2026-01-20,398,2
1514,23,943,2026-01-20,247,1
1514,23,943,2026-01-20,187,4
1514,23,943,2026-01-20,323,3
1514,23,943,2026-01-20,391,4
1514,23,943,2026-01-20,241,4
1515,6,2720,2026-01-14,100,5
1516,15,2778,2026-01-19,164,3
1516,15,2778,2026-01-19,238,1
1516,15,2778,2026-01-19,349,3
1516,15,2778,2026-01-19,366,5
1517,24,566,2026-01-18,114,4
1517,24,566,2026-01-18,210,3
1517,24,566,2026-01-18,146,2
1518,23,2297,2026-01-11,348,5
1518,23,2297,2026-01-11,168,5
1519,24,2989,2026-01-16,218,3
1519,24,2989,2026-01-16,292,1
1520,15,1727,2026-01-12,27,1
1521,4,697,2026-01-20,107,5
1521,4,697,2026-01-20,209,4
1521,4,697,2026-01-20,131,1
1521,4,697,2026-01-20,226,1
1522,14,1064,2026-01-14,273,5
1523,27,2166,2026-01-11,378,5
1523,27,2166,2026-01-11,264,4
1523,27,2166,2026-01-11,178,3
1523,27,2166,2026-01-11,175,2
1524,12,2925,2026-01-19,200,5
1524,12,2925,2026-01-19,166,5
1525,30,1290,2026-01-19,139,2
1525,30,1290,2026-01-19,296,5
1525,30,1290,2026-01-19,180,4
1526,10,1810,2026-01-20,261,1
1526,10,1810,2026-01-20,134,2
1526,10,1810,2026-01-20,20,4
1527,2,1723,2026-01-12,240,2
1527,2,1723,2026-01-12,230,3
1528,12,886,2026-01-12,51,4
1529,12,1735,2026-01-12,50,2
1529,12,1735,2026-01-12,130,2
1529,12,1735,2026-01-12,347,4
1529,12,1735,2026-01-12,217,4
1529,12,1735,2026-01-12,265,5
1530,16,238,2026-01-14,252,1
1530,16,238,2026-01-14,117,3
1530,16,238,2026-01-14,79,2
1530,16,238,2026-01-14,344,5
1531,23,571,2026-01-14,174,5
1531,23,571,2026-01-14,172,5
1531,23,571,2026-01-14,56,3
1531,23,571,2026-01-14,215,4
1531,23,571,2026-01-14,188,5
1532,2,2643,2026-01-18,154,4
1532,2,2643,2026-01-18,23,5
1532,2,2643,2026-01-18,133,2
1533,9,114,2026-01-17,205,4
1533,9,114,2026-01-17,28,2
1533,9,114,2026-01-17,268,4
1533,9,114,2026-01-17,168,5
1534,13,1169,2026-01-17,147,2
1534,13,1169,2026-01-17,363,1
1534,13,1169,2026-01-17,198,3
1534,13,1169,2026-01-17,211,1
1534,13,1169,2026-01-17,286,1
1535,4,2566,2026-01-13,18,2
1535,4,2566,2026-01-13,188,4
1535,4,2566,2026-01-13,350,3
1535,4,2566,2026-01-13,397,1
1535,4,2566,2026-01-13,324,1
1536,4,1577,2026-01-10,367,2
1536,4,1577,2026-01-10,199,4
1536,4,1577,2026-01-10,194,4
1536,4,1577,2026-01-10,18,3
1537,14,2258,2026-01-14,34,3
1537,14,2258,2026-01-14,254,5
1538,5,828,2026-01-15,354,3
1538,5,828,2026-01-15,327,2
1538,5,828,2026-01-15,290,4
1538,5,828,2026-01-15,54,3
1538,5,828,2026-01-15,156,5
1539,25,2989,2026-01-12,186,3
1539,25,2989,2026-01-12,265,2
1539,25,2989,2026-01-12,191,5
1539,25,2989,2026-01-12,90,2
1539,25,2989,2026-01-12,8,3
1540,20,2186,2026-01-11,373,2
1541,17,1589,2026-01-20,154,5
1541,17,1589,2026-01-20,98,2
1541,17,1589,2026-01-20,294,5
1541,17,1589,2026-01-20,286,2
1542,20,371,2026-01-13,379,4
1542,20,371,2026-01-13,59,4
1543,14,1184,2026-01-20,120,5
1543,14,1184,2026-01-20,175,5
1543,14,1184,2026-01-20,193,1
1544,23,601,2026-01-20,208,2
1544,23,601,2026-01-20,329,1
1545,21,2492,2026-01-14,182,1
1546,29,2032,2026-01-11,383,5
1546,29,2032,2026-01-11,205,5
1546,29,2032,2026-01-11,271,1
1546,29,2032,2026-01-11,351,2
1547,30,1914,2026-01-10,153,4
1547,30,1914,2026-01-10,379,1
1547,30,1914,2026-01-10,209,2
1548,11,2530,2026-01-18,191,4
1549,2,2926,2026-01-13,266,3
1549,2,2926,2026-01-13,4,4
1550,27,1391,2026-01-11,40,3
1550,27,1391,2026-01-11,165,5
1550,27,1391,2026-01-11,260,2
1551,18,1702,2026-01-11,272,2
1551,18,1702,2026-01-11,335,4
1551,18,1702,2026-01-11,355,4
1551,18,1702,2026-01-11,334,5
1552,7,30,2026-01-16,267,4
1553,16,1739,2026-01-11,253,1
1553,16,1739,2026-01-11,47,3
1553,16,1739,2026-01-11,345,2
1553,16,1739,2026-01-11,307,4
1554,13,1983,2026-01-13,375,4
1554,13,1983,2026-01-13,118,5
1554,13,1983,2026-01-13,346,4
1554,13,1983,2026-01-13,177,3
1555,5,601,2026-01-20,248,2
1556,27,1815,2026-01-11,200,3
1556,27,1815,2026-01-11,399,5
1556,27,1815,2026-01-11,23,2
1556,27,1815,2026-01-11,52,2
1557,17,51,2026-01-18,47,3
1557,17,51,2026-01-18,102,4
1558,5,528,2026-01-11,381,3
1558,5,528,2026-01-11,197,3
1559,14,2557,2026-01-12,329,4
1559,14,2557,2026-01-12,23,5
1560,9,2189,2026-01-10,271,5
1561,13,488,2026-01-18,118,3
1561,13,488,2026-01-18,362,4
1561,13,488,2026-01-18,356,2
1561,13,488,2026-01-18,245,1
1562,4,76,2026-01-17,304,2
1562,4,76,2026-01-17,210,5
1562,4,76,2026-01-17,200,2
1562,4,76,2026-01-17,302,4
1563,29,1510,2026-01-14,286,3
1563,29,1510,2026-01-14,394,4
1563,29,1510,2026-01-14,379,3
1564,20,1483,2026-01-18,2,2
1564,20,1483,2026-01-18,166,1
1564,20,1483,2026-01-18,342,1
1564,20,1483,2026-01-18,203,1
1564,20,1483,2026-01-18,332,2
1565,6,2926,2026-01-20,148,5
1565,6,2926,2026-01-20,98,5
1565,6,2926,2026-01-20,172,2
1565,6,2926,2026-01-20,206,4
1565,6,2926,2026-01-20,84,4
1566,27,1863,2026-01-12,60,1
1567,21,323,2026-01-18,288,3
1568,28,1493,2026-01-16,169,2
1568,28,1493,2026-01-16,249,5
1568,28,1493,2026-01-16,24,5
1568,28,1493,2026-01-16,110,1
1568,28,1493,2026-01-16,360,3
1569,24,2443,2026-01-14,375,2
1569,24,2443,2026-01-14,251,3
1569,24,2443,2026-01-14,350,2
1569,24,2443,2026-01-14,79,3
1570,29,1044,2026-01-14,342,1
1570,29,1044,2026-01-14,255,3
1571,19,1852,2026-01-18,190,1
1571,19,1852,2026-01-18,166,1
1572,21,2724,2026-01-16,25,1
1572,21,2724,2026-01-16,325,5
1573,21,1399,2026-01-16,155,2
1573,21,1399,2026-01-16,193,4
1573,21,1399,2026-01-16,182,4
1573,21,1399,2026-01-16,237,1
1574,20,2047,2026-01-19,76,5
1574,20,2047,2026-01-19,221,1
1574,20,2047,2026-01-19,100,3
1574,20,2047,2026-01-19,390,3
1575,3,1001,2026-01-14,96,4
1575,3,1001,2026-01-14,367,3
1576,1,2446,2026-01-17,315,2
1577,16,2550,2026-01-10,143,3
1577,16,2550,2026-01-10,149,2
1577,16,2550,2026-01-10,44,3
1578,10,1631,2026-01-12,367,3
1578,10,1631,2026-01-12,12,5
1579,22,2314,2026-01-19,237,3
1579,22,2314,2026-01-19,40,4
1579,22,2314,2026-01-19,175,2
1579,22,2314,2026-01-19,372,3
1580,30,1351,2026-01-17,89,5
1581,1,32,2026-01-15,378,3
1581,1,32,2026-01-15,121,5
1581,1,32,2026-01-15,312,1
1581,1,32,2026-01-15,243,4
1582,22,1148,2026-01-18,330,4
1582,22,1148,2026-01-18,67,4
1583,11,2248,2026-01-19,184,4
1583,11,2248,2026-01-19,148,2
1584,29,320,2026-01-19,152,2
1584,29,320,2026-01-19,259,3
1584,29,320,2026-01-19,221,1
1584,29,320,2026-01-19,54,2
1585,20,53,2026-01-12,218,5
1586,23,1166,2026-01-10,56,4
1586,23,1166,2026-01-10,376,3
1586,23,1166,2026-01-10,330,1
1586,23,1166,2026-01-10,12,1
1586,23,1166,2026-01-10,228,4
1587,3,1548,2026-01-20,184,3
1587,3,1548,2026-01-20,48,1
1587,3,1548,2026-01-20,313,1
1587,3,1548,2026-01-20,312,2
1587,3,1548,2026-01-20,170,1
1588,23,2495,2026-01-18,142,2
1588,23,2495,2026-01-18,146,3
1589,10,2565,2026-01-11,344,4
1589,10,2565,2026-01-11,180,1
1590,17,373,2026-01-18,68,1
1590,17,373,2026-01-18,244,3
1591,1,2119,2026-01-13,162,1
1591,1,2119,2026-01-13,152,2
1591,1,2119,2026-01-13,155,5
1591,1,2119,2026-01-13,400,4
1592,30,2882,2026-01-16,314,2
1593,9,645,2026-01-12,339,3
1593,9,645,2026-01-12,289,5
1593,9,645,2026-01-12,144,5
1593,9,645,2026-01-12,328,5
1593,9,645,2026-01-12,161,4
1594,23,996,2026-01-15,328,2
1594,23,996,2026-01-15,209,4
1594,23,996,2026-01-15,202,3
1594,23,996,2026-01-15,64,3
1595,20,1969,2026-01-20,223,5
1595,20,1969,2026-01-20,211,4
1595,20,1969,2026-01-20,101,3
1595,20,1969,2026-01-20,14,5
1595,20,1969,2026-01-20,214,2
1596,19,2036,2026-01-16,130,3
1596,19,2036,2026-01-16,253,1
1596,19,2036,2026-01-16,252,3
1596,19,2036,2026-01-16,190,4
1596,19,2036,2026-01-16,87,1
1597,30,411,2026-01-11,141,4
1597,30,411,2026-01-11,389,5
1597,30,411,2026-01-11,163,4
1597,30,411,2026-01-11,187,5
1597,30,411,2026-01-11,189,2
1598,20,1098,2026-01-20,150,2
1598,20,1098,2026-01-20,371,1
1599,1,489,2026-01-14,148,4
1599,1,489,2026-01-14,41,1
1599,1,489,2026-01-14,398,5
1599,1,489,2026-01-14,354,5
1600,2,1700,2026-01-12,289,1
1600,2,1700,2026-01-12,216,5
1601,7,2752,2026-01-14,214,5
1601,7,2752,2026-01-14,128,5
1601,7,2752,2026-01-14,76,4
1602,22,2052,2026-01-13,105,2
1602,22,2052,2026-01-13,218,3
1602,22,2052,2026-01-13,108,4
1602,22,2052,2026-01-13,299,4
1602,22,2052,2026-01-13,371,4
1603,6,2048,2026-01-20,75,3
1603,6,2048,2026-01-20,259,5
1603,6,2048,2026-01-20,382,1
1603,6,2048,2026-01-20,227,4
1604,15,441,2026-01-19,251,2
1604,15,441,2026-01-19,75,1
1604,15,441,2026-01-19,392,4
1605,12,2730,2026-01-12,395,4
1606,16,1902,2026-01-13,133,3
1606,16,1902,2026-01-13,28,1
1606,16,1902,2026-01-13,39,4
1607,24,829,2026-01-19,330,3
1608,14,320,2026-01-11,230,1
1608,14,320,2026-01-11,84,3
1608,14,320,2026-01-11,372,5
1608,14,320,2026-01-11,83,4
1608,14,320,2026-01-11,187,5
1609,30,1720,2026-01-19,244,4
1609,30,1720,2026-01-19,99,4
1609,30,1720,2026-01-19,270,1
1609,30,1720,2026-01-19,346,1
1610,20,197,2026-01-18,131,1
1610,20,197,2026-01-18,140,5
1611,27,377,2026-01-11,225,4
1611,27,377,2026-01-11,120,3
1611,27,377,2026-01-11,14,4
1612,10,353,2026-01-19,203,1
1612,10,353,2026-01-19,396,1
1612,10,353,2026-01-19,99,2
1613,9,997,2026-01-11,399,3
1613,9,997,2026-01-11,37,4
1613,9,997,2026-01-11,35,5
1613,9,997,2026-01-11,176,4
1614,5,2423,2026-01-19,324,3
1614,5,2423,2026-01-19,168,4
1614,5,2423,2026-01-19,381,4
1615,19,1066,2026-01-17,86,2
1615,19,1066,2026-01-17,216,2
1615,19,1066,2026-01-17,41,2
1615,19,1066,2026-01-17,198,5
1615,19,1066,2026-01-17,196,2
1616,27,1422,2026-01-12,124,2
1616,27,1422,2026-01-12,91,3
1617,27,281,2026-01-13,371,4
1617,27,281,2026-01-13,121,1
1618,23,2131,2026-01-13,18,4
1618,23,2131,2026-01-13,267,2
1618,23,2131,2026-01-13,269,4
1618,23,2131,2026-01-13,346,1
1619,28,2030,2026-01-13,349,5
1619,28,2030,2026-01-13,146,5
1619,28,2030,2026-01-13,212,1
1620,30,436,2026-01-17,137,5
1621,9,17,2026-01-12,54,2
1621,9,17,2026-01-12,155,2
1621,9,17,2026-01-12,331,5
1622,23,1665,2026-01-19,56,5
1622,23,1665,2026-01-19,19,1
1622,23,1665,2026-01-19,24,1
1622,23,1665,2026-01-19,319,5
1623,20,2230,2026-01-10,297,3
1624,26,1661,2026-01-19,35,5
1624,26,1661,2026-01-19,380,1
1624,26,1661,2026-01-19,136,1
1625,28,89,2026-01-17,145,2
1626,14,454,2026-01-12,24,4
1626,14,454,2026-01-12,376,4
1626,14,454,2026-01-12,50,3
1626,14,454,2026-01-12,77,1
1626,14,454,2026-01-12,351,2
1627,21,2364,2026-01-16,355,1
1627,21,2364,2026-01-16,363,3
1628,25,2637,2026-01-17,313,3
1628,25,2637,2026-01-17,93,3
1629,16,14,2026-01-12,255,1
1629,16,14,2026-01-12,70,1
1629,16,14,2026-01-12,182,2
1629,16,14,2026-01-12,107,1
1630,10,337,2026-01-11,132,2
1630,10,337,2026-01-11,330,5
1630,10,337,2026-01-11,2,2
1630,10,337,2026-01-11,287,5
1631,28,2818,2026-01-16,56,2
1631,28,2818,2026-01-16,206,5
1631,28,2818,2026-01-16,349,2
1631,28,2818,2026-01-16,297,2
1632,14,2289,2026-01-20,311,2
1632,14,2289,2026-01-20,207,4
1632,14,2289,2026-01-20,99,4
1632,14,2289,2026-01-20,259,3
1632,14,2289,2026-01-20,353,1
1633,28,2244,2026-01-11,323,3
1633,28,2244,2026-01-11,289,2
1633,28,2244,2026-01-11,245,5
1634,7,2264,2026-01-14,77,4
1634,7,2264,2026-01-14,70,4
1635,6,447,2026-01-20,78,1
1635,6,447,2026-01-20,255,2
1635,6,447,2026-01-20,230,1
1635,6,447,2026-01-20,126,5
1635,6,447,2026-01-20,142,4
1636,13,796,2026-01-12,281,3
1636,13,796,2026-01-12,361,2
1637,26,5,2026-01-18,102,3
1637,26,5,2026-01-18,367,2
1637,26,5,2026-01-18,276,5
1637,26,5,2026-01-18,63,4
1637,26,5,2026-01-18,239,2
1638,18,1759,2026-01-18,181,3
1638,18,1759,2026-01-18,400,4
1638,18,1759,2026-01-18,334,4
1638,18,1759,2026-01-18,53,4
1639,25,1796,2026-01-17,110,1
1640,11,372,2026-01-14,84,5
1640,11,372,2026-01-14,182,4
1640,11,372,2026-01-14,7,2
1640,11,372,2026-01-14,341,3
1641,18,1099,2026-01-16,362,3
1642,3,1397,2026-01-18,213,4
1642,3,1397,2026-01-18,75,5
1642,3,1397,2026-01-18,46,1
1642,3,1397,2026-01-18,144,5
1642,3,1397,2026-01-18,243,1
1643,14,532,2026-01-11,47,2
1643,14,532,2026-01-11,183,4
1643,14,532,2026-01-11,354,2
1644,22,1994,2026-01-18,3,5
1644,22,1994,2026-01-18,61,5
1645,2,1898,2026-01-13,41,5
1645,2,1898,2026-01-13,396,5
1645,2,1898,2026-01-13,49,5
1645,2,1898,2026-01-13,281,4
1646,1,2822,2026-01-17,316,4
1646,1,2822,2026-01-17,58,2
1646,1,2822,2026-01-17,374,2
1646,1,2822,2026-01-17,218,3
1646,1,2822,2026-01-17,117,3
1647,28,2,2026-01-16,221,5
1647,28,2,2026-01-16,235,3
1648,5,1714,2026-01-18,156,3
1648,5,1714,2026-01-18,196,2
1648,5,1714,2026-01-18,196,5
1648,5,1714,2026-01-18,303,5
1649,29,644,2026-01-15,137,5
1649,29,644,2026-01-15,86,2
1650,19,1415,2026-01-19,315,2
1650,19,1415,2026-01-19,48,5
1650,19,1415,2026-01-19,302,3
1650,19,1415,2026-01-19,110,2
1651,23,1105,2026-01-13,31,5
1652,18,445,2026-01-14,14,1
1652,18,445,2026-01-14,181,4
1652,18,445,2026-01-14,347,3
1652,18,445,2026-01-14,384,4
1652,18,445,2026-01-14,299,3
1653,9,2542,2026-01-15,131,5
1653,9,2542,2026-01-15,163,4
1653,9,2542,2026-01-15,22,5
1654,30,2087,2026-01-10,335,3
1655,5,2777,2026-01-12,117,4
1655,5,2777,2026-01-12,61,1
1655,5,2777,2026-01-12,385,3
1656,20,524,2026-01-15,202,1
1657,19,674,2026-01-11,8,1
1657,19,674,2026-01-11,56,1
1657,19,674,2026-01-11,71,1
1657,19,674,2026-01-11,53,4
1657,19,674,2026-01-11,158,1
1658,15,24,2026-01-11,70,4
1658,15,24,2026-01-11,147,1
1658,15,24,2026-01-11,257,1
1658,15,24,2026-01-11,329,3
1659,10,319,2026-01-18,231,3
1660,27,2808,2026-01-20,111,2
1660,27,2808,2026-01-20,36,3
1660,27,2808,2026-01-20,390,3
1660,27,2808,2026-01-20,17,4
1660,27,2808,2026-01-20,315,2
1661,27,514,2026-01-20,97,3
1661,27,514,2026-01-20,132,1
1661,27,514,2026-01-20,173,4
1661,27,514,2026-01-20,352,4
1662,5,1147,2026-01-11,101,3
1662,5,1147,2026-01-11,79,5
1662,5,1147,2026-01-11,268,5
1662,5,1147,2026-01-11,187,3
1662,5,1147,2026-01-11,250,4
1663,17,1327,2026-01-18,47,5
1663,17,1327,2026-01-18,30,3
1663,17,1327,2026-01-18,358,4
1663,17,1327,2026-01-18,369,4
1664,30,1459,2026-01-10,268,5
1664,30,1459,2026-01-10,149,1
1664,30,1459,2026-01-10,65,1
1664,30,1459,2026-01-10,120,3
1664,30,1459,2026-01-10,280,5
1665,3,2563,2026-01-12,46,2
1666,18,2913,2026-01-11,109,4
1666,18,2913,2026-01-11,162,5
1666,18,2913,2026-01-11,243,4
1666,18,2913,2026-01-11,392,4
1667,25,1712,2026-01-10,223,2
1667,25,1712,2026-01-10,344,2
1667,25,1712,2026-01-10,365,2
1667,25,1712,2026-01-10,342,3
1667,25,1712,2026-01-10,105,4
1668,24,2009,2026-01-16,133,3
1668,24,2009,2026-01-16,190,2
1668,24,2009,2026-01-16,103,2
1669,14,2517,2026-01-15,171,5
1669,14,2517,2026-01-15,171,1
1669,14,2517,2026-01-15,66,2
1670,7,2499,2026-01-13,320,2
1671,17,2471,2026-01-12,360,3
1671,17,2471,2026-01-12,355,1
1671,17,2471,2026-01-12,38,1
1672,15,447,2026-01-11,55,3
1672,15,447,2026-01-11,280,5
1672,15,447,2026-01-11,176,2
1673,3,200,2026-01-14,312,5
1673,3,200,2026-01-14,100,2
1673,3,200,2026-01-14,396,2
1673,3,200,2026-01-14,81,4
1673,3,200,2026-01-14,268,5
1674,20,1997,2026-01-20,100,1
1674,20,1997,2026-01-20,191,5
1674,20,1997,2026-01-20,123,3
1674,20,1997,2026-01-20,140,1
1675,18,1567,2026-01-14,322,4
1675,18,1567,2026-01-14,266,2
1675,18,1567,2026-01-14,278,2
1675,18,1567,2026-01-14,117,3
1675,18,1567,2026-01-14,279,5
1676,12,227,2026-01-10,358,2
1676,12,227,2026-01-10,222,3
1677,29,106,2026-01-12,50,2
1677,29,106,2026-01-12,370,1
1677,29,106,2026-01-12,322,4
1678,6,1167,2026-01-14,92,4
1678,6,1167,2026-01-14,58,4
1678,6,1167,2026-01-14,150,1
1679,27,2995,2026-01-20,89,3
1680,4,2473,2026-01-13,217,3
1680,4,2473,2026-01-13,152,4
1680,4,2473,2026-01-13,60,2
1680,4,2473,2026-01-13,289,1
1680,4,2473,2026-01-13,395,5
1681,16,478,2026-01-10,10,2
1681,16,478,2026-01-10,338,2
1682,24,2102,2026-01-16,117,4
1682,24,2102,2026-01-16,242,4
1682,24,2102,2026-01-16,175,4
1682,24,2102,2026-01-16,338,2
1683,10,28,2026-01-19,209,5
1684,25,1450,2026-01-18,59,3
1684,25,1450,2026-01-18,47,4
1684,25,1450,2026-01-18,205,2
1684,25,1450,2026-01-18,218,5
1684,25,1450,2026-01-18,279,1
1685,12,2073,2026-01-12,64,4
1685,12,2073,2026-01-12,291,3
1685,12,2073,2026-01-12,356,4
1685,12,2073,2026-01-12,303,4
1686,30,2654,2026-01-14,27,2
1686,30,2654,2026-01-14,220,2
1686,30,2654,2026-01-14,280,5
1687,7,2654,2026-01-20,300,3
1687,7,2654,2026-01-20,208,1
1687,7,2654,2026-01-20,320,3
1687,7,2654,2026-01-20,266,4
1688,28,1385,2026-01-14,176,3
1688,28,1385,2026-01-14,94,1
1688,28,1385,2026-01-14,89,3
1689,25,2695,2026-01-20,218,1
1689,25,2695,2026-01-20,355,5
1689,25,2695,2026-01-20,168,4
1689,25,2695,2026-01-20,350,4
1689,25,2695,2026-01-20,291,5
1690,9,877,2026-01-19,384,2
1690,9,877,2026-01-19,269,5
1690,9,877,2026-01-19,212,5
1690,9,877,2026-01-19,176,4
1690,9,877,2026-01-19,13,5
1691,11,732,2026-01-12,30,3
1691,11,732,2026-01-12,358,2
1691,11,732,2026-01-12,162,1
1692,26,2545,2026-01-13,330,3
1692,26,2545,2026-01-13,386,3
1692,26,2545,2026-01-13,76,2
1692,26,2545,2026-01-13,303,4
1692,26,2545,2026-01-13,75,4
1693,3,2365,2026-01-19,237,1
1693,3,2365,2026-01-19,304,5
1694,18,1195,2026-01-12,237,2
1694,18,1195,2026-01-12,253,5
1694,18,1195,2026-01-12,263,1
1695,15,1315,2026-01-12,124,3
1695,15,1315,2026-01-12,254,4
1695,15,1315,2026-01-12,356,1
1695,15,1315,2026-01-12,112,5
1695,15,1315,2026-01-12,23,3
1696,3,2684,2026-01-12,365,1
1697,12,2877,2026-01-20,286,5
1698,15,2569,2026-01-11,124,5
1698,15,2569,2026-01-11,132,2
1698,15,2569,2026-01-11,182,3
1699,16,2558,2026-01-18,327,3
1699,16,2558,2026-01-18,88,1
1700,21,2984,2026-01-16,3,5
1700,21,2984,2026-01-16,373,2
1701,12,2654,2026-01-12,276,1
1701,12,2654,2026-01-12,317,3
1701,12,2654,2026-01-12,387,1
1702,23,840,2026-01-12,242,4
1702,23,840,2026-01-12,259,3
1702,23,840,2026-01-12,1,2
1702,23,840,2026-01-12,218,5
1703,29,1301,2026-01-16,221,4
1704,29,1894,2026-01-11,361,2
1704,29,1894,2026-01-11,386,2
1705,20,329,2026-01-14,171,4
1705,20,329,2026-01-14,250,1
1706,21,2603,2026-01-16,369,2
1706,21,2603,2026-01-16,254,3
1706,21,2603,2026-01-16,223,5
1706,21,2603,2026-01-16,361,1
1707,3,895,2026-01-20,302,4
1708,3,1410,2026-01-13,38,5
1708,3,1410,2026-01-13,360,3
1708,3,1410,2026-01-13,94,4
1708,3,1410,2026-01-13,256,3
1708,3,1410,2026-01-13,313,2
1709,2,595,2026-01-18,149,3
1709,2,595,2026-01-18,234,5
1709,2,595,2026-01-18,28,2
1709,2,595,2026-01-18,363,5
1710,5,264,2026-01-20,234,4
1710,5,264,2026-01-20,223,4
1710,5,264,2026-01-20,170,3
1711,6,2389,2026-01-11,346,4
1711,6,2389,2026-01-11,70,4
1711,6,2389,2026-01-11,282,2
1712,19,328,2026-01-19,275,4
1713,5,1440,2026-01-13,388,1
1713,5,1440,2026-01-13,36,3
1713,5,1440,2026-01-13,336,1
1713,5,1440,2026-01-13,266,5
1714,15,2827,2026-01-10,210,3
1714,15,2827,2026-01-10,144,5
1714,15,2827,2026-01-10,95,3
1714,15,2827,2026-01-10,291,5
1714,15,2827,2026-01-10,351,1
1715,1,679,2026-01-15,352,5
1715,1,679,2026-01-15,187,4
1715,1,679,2026-01-15,313,5
1715,1,679,2026-01-15,102,1
1716,22,1312,2026-01-12,322,2
1716,22,1312,2026-01-12,147,3
1716,22,1312,2026-01-12,222,4
1716,22,1312,2026-01-12,82,4
1716,22,1312,2026-01-12,228,3
1717,5,2797,2026-01-10,13,3
1718,10,699,2026-01-19,176,5
1718,10,699,2026-01-19,200,5
1718,10,699,2026-01-19,99,3
1718,10,699,2026-01-19,279,2
1718,10,699,2026-01-19,120,3
1719,23,2098,2026-01-10,394,3
1719,23,2098,2026-01-10,260,5
1720,3,1819,2026-01-15,34,2
1720,3,1819,2026-01-15,11,3
1720,3,1819,2026-01-15,168,3
1720,3,1819,2026-01-15,357,3
1720,3,1819,2026-01-15,161,3
1721,2,542,2026-01-12,227,1
1721,2,542,2026-01-12,202,5
1721,2,542,2026-01-12,63,1
1722,18,706,2026-01-10,373,4
1722,18,706,2026-01-10,179,4
1722,18,706,2026-01-10,392,2
1723,26,2169,2026-01-16,288,3
1723,26,2169,2026-01-16,244,3
1723,26,2169,2026-01-16,39,3
1723,26,2169,2026-01-16,126,4
1723,26,2169,2026-01-16,343,2
1724,25,792,2026-01-17,276,4
1724,25,792,2026-01-17,154,5
1725,23,2650,2026-01-18,54,2
1725,23,2650,2026-01-18,142,1
1725,23,2650,2026-01-18,39,4
1726,6,946,2026-01-10,314,3
1727,13,344,2026-01-15,181,3
1727,13,344,2026-01-15,294,3
1727,13,344,2026-01-15,81,2
1727,13,344,2026-01-15,202,3
1727,13,344,2026-01-15,56,1
1728,15,659,2026-01-18,290,2
1728,15,659,2026-01-18,195,2
1728,15,659,2026-01-18,106,2
1728,15,659,2026-01-18,318,3
1729,20,1562,2026-01-18,206,1
1729,20,1562,2026-01-18,142,3
1730,26,914,2026-01-18,72,4
1731,15,2125,2026-01-16,362,3
1732,21,806,2026-01-17,14,5
1733,26,1246,2026-01-20,288,5
1733,26,1246,2026-01-20,64,1
1734,25,44,2026-01-14,36,2
1734,25,44,2026-01-14,143,2
1734,25,44,2026-01-14,159,1
1734,25,44,2026-01-14,176,3
1734,25,44,2026-01-14,103,2
1735,20,412,2026-01-16,296,1
1735,20,412,2026-01-16,143,2
1735,20,412,2026-01-16,58,1
1735,20,412,2026-01-16,255,1
1735,20,412,2026-01-16,244,2
1736,14,1371,2026-01-19,154,2
1736,14,1371,2026-01-19,306,5
1736,14,1371,2026-01-19,235,2
1736,14,1371,2026-01-19,177,4
1736,14,1371,2026-01-19,297,2
1737,13,2613,2026-01-13,156,4
1737,13,2613,2026-01-13,9,3
1737,13,2613,2026-01-13,185,4
1737,13,2613,2026-01-13,40,3
1737,13,2613,2026-01-13,58,5
1738,26,1850,2026-01-18,40,2
1738,26,1850,2026-01-18,393,5
1739,30,252,2026-01-13,390,1
1739,30,252,2026-01-13,376,1
1739,30,252,2026-01-13,237,2
1739,30,252,2026-01-13,84,1
1740,30,2017,2026-01-12,110,2
1740,30,2017,2026-01-12,178,1
1740,30,2017,2026-01-12,311,2
